axis,axis_title,score,n_sent,date,channel,hq,layer,relevance,stance,title,quote,url,file
G,거버넌스 수사 대 재무 검증 — 정렬·안전은 말하되 검증은 비용/ROI로만,3.5,1,2025-07-08,Weights & Biases,US,에이전트·개발도구,ax_core,anti_washing,LLMOps for eval-driven development at scale,After this you achieve alignment between matrix and the human feedback and then iterate quickly to improve quality and and so on and as first and then once you reach a certain level you can okay to deploy and productionize.,https://www.youtube.com/watch?v=73nusFz3uHs,transcripts/channels/Weights_&_Biases/LLMOps_for_eval-driven_development_at_scale__73nusFz3uHs.md
G,거버넌스 수사 대 재무 검증 — 정렬·안전은 말하되 검증은 비용/ROI로만,3.5,1,2025-06-30,Weights & Biases,US,에이전트·개발도구,ax_adjacent,neutral,Training video models at scale with Adobe Firefly,We wanted improved conditioning and alignment.,https://www.youtube.com/watch?v=7_CDKqENl0g,transcripts/channels/Weights_&_Biases/Training_video_models_at_scale_with_Adobe_Firefly__7_CDKqENl0g.md
G,거버넌스 수사 대 재무 검증 — 정렬·안전은 말하되 검증은 비용/ROI로만,3.5,1,2026-03-03,Cohere,CA,파운데이션 모델,ax_adjacent,anti_washing,Angela Lopez Cardona  - How cognitive data can improve LLM alignment,So again a very small recap we are trying to improve human alignment and now we are going to improve this reward model.,https://www.youtube.com/watch?v=HK2yB3fwYMY,transcripts/channels/Cohere/Angela_Lopez_Cardona_-_How_cognitive_data_can_improve_LLM_al__HK2yB3fwYMY.md
G,거버넌스 수사 대 재무 검증 — 정렬·안전은 말하되 검증은 비용/ROI로만,3.5,1,2026-02-18,Cohere,CA,파운데이션 모델,ax_core,anti_washing,"Nathan Calvin - Three People vs  Big AI  Policy, Power, and California’s Frontier AI Law","하지만, 아시다시피, 회사가 안전 계획에 대해 거짓말을 하거나, 보고 해야 할 사건을 보고하지 않는 등의 경우에는, 캘리포니아 주에서 시행 중인 내부 고발자 보호법에 따라 회사 직원이 법적 위반 사항을 제기할 수 있습니다",https://www.youtube.com/watch?v=RV00BTMY5XA,"transcripts/channels/Cohere/Nathan_Calvin_-_Three_People_vs_Big_AI_Policy,_Power,_and_Ca__RV00BTMY5XA.md"
G,거버넌스 수사 대 재무 검증 — 정렬·안전은 말하되 검증은 비용/ROI로만,3.5,1,2026-05-13,Schneider Electric,,,,,EcoStruxure Building Operation: 20-Min Demo for Commercial Real Estate | Schneider Electric,"출입증 스캔 전에는 건물이 안전하고 비어 있는 상태이며, 이는 그래픽의 금색 오버레이로 표시됩니다",https://www.youtube.com/watch?v=AbmZgTIiwZU,transcripts/channels/Schneider_Electric/EcoStruxure_Building_Operation_20-Min_Demo_for_Commercial_Re__AbmZgTIiwZU.md
G,거버넌스 수사 대 재무 검증 — 정렬·안전은 말하되 검증은 비용/ROI로만,3.5,1,2026-06-16,Schneider Electric,FR,인프라·칩·전력,ax_adjacent,neutral,Exploring DCIM and EcoStruxure IT Solutions,이러한 지표를 측정하고 모니터링하며 표준화된 보고서를 작성하는 것은 규정 준수 요건에 필요한 올바른 데이터를 제공하는 데 여러모로 도움이 될 것입니다 .,https://www.youtube.com/watch?v=jBVwPeRBC-I,transcripts/channels/Schneider_Electric/Exploring_DCIM_and_EcoStruxure_IT_Solutions__jBVwPeRBC-I.md
G,거버넌스 수사 대 재무 검증 — 정렬·안전은 말하되 검증은 비용/ROI로만,3.5,1,2026-03-26,Microsoft Azure,US,에이전트·개발도구,ax_core,anti_washing,Microsoft Sovereign Cloud Core Customer Scenarios: Business Continuity,"We also built a proven track record with mission critical workloads in health, finance, defense, and public safety, where workloads already run on Microsoft Cloud today.",https://www.youtube.com/watch?v=zQHKnpsutZU,transcripts/channels/Microsoft_Azure/Microsoft_Sovereign_Cloud_Core_Customer_Scenarios_Business_C__zQHKnpsutZU.md
G,거버넌스 수사 대 재무 검증 — 정렬·안전은 말하되 검증은 비용/ROI로만,3.5,1,2026-04-24,Microsoft Azure,US,에이전트·개발도구,ax_core,anti_washing,Oracle AI Database@Azure Panel Discussion with MVPs,"우리는 먼저 개념 증명(POC)을 진행해야 하고, 그 후에 그것이 규정 준수와 어떻게 부합하는지 파악해야 하며, 그런 다음 계획을 세울 것입니다",https://www.youtube.com/watch?v=bgx0TX45md8,transcripts/channels/Microsoft_Azure/Oracle_AI_Database@Azure_Panel_Discussion_with_MVPs__bgx0TX45md8.md
G,거버넌스 수사 대 재무 검증 — 정렬·안전은 말하되 검증은 비용/ROI로만,3.5,1,2025-11-19,Intel,US,인프라·칩·전력,ax_core,anti_washing,AI Industrialization: The Next Frontier for Global Enterprises | Intel,기본적으로 저희는 기획 및 아이디어 구상부터 개념 증명 시범 운영 및 그 이후 단계까지 포함하는 7단계 거버넌스 프로세스를 제도화했습니다,https://www.youtube.com/watch?v=fSadUMtpwcY,transcripts/channels/Intel/AI_Industrialization_The_Next_Frontier_for_Global_Enterprise__fSadUMtpwcY.md
G,거버넌스 수사 대 재무 검증 — 정렬·안전은 말하되 검증은 비용/ROI로만,3.5,1,2025-01-22,Intel,US,인프라·칩·전력,ax_core,anti_washing,AI at the Edge | Transforming Industries and the Workplace​ | Intel,"기술이 환자에게 미치는 긍정적인 임상적 영향을 입증하기 위해 엄격한 과정을 거쳐야 하며, 승인을 받은 후에도 환자에게 여전히 안전한지 확인해야 합니다",https://www.youtube.com/watch?v=mrWTLjitaX4,transcripts/channels/Intel/AI_at_the_Edge_Transforming_Industries_and_the_Workplace​_In__mrWTLjitaX4.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,11.5,3,,Retail Bodycam,KW,(미분류),ax_core,neutral,"한국 경제 대기업 구조조정, AI가 직원을 대체하는 현실",오늘 전해드린 대한민국 대기업 구조 조정의 실태와 인공지능 시대의 생존 전략이 여러분의 미래에 작은 등불이 되길 바랍니다,https://www.youtube.com/watch?v=D9IRghlcwz0,"transcripts/2026-08-03/한국_경제_대기업_구조조정,_AI가_직원을_대체하는_현실__D9IRghlcwz0.md"
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,11.5,3,,Retail Bodycam,KW,(미분류),ax_core,neutral,"한국 경제 대기업 구조조정, AI가 직원을 대체하는 현실",2025년에 최신 데이터를 통해 확인했듯이 대기업 정규직의 감소 규모는 외환 위기 당시인 IMF 사태를 방불케 합니다,https://www.youtube.com/watch?v=D9IRghlcwz0,"transcripts/2026-08-03/한국_경제_대기업_구조조정,_AI가_직원을_대체하는_현실__D9IRghlcwz0.md"
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,11.5,3,,Retail Bodycam,KW,(미분류),ax_core,neutral,"한국 경제 대기업 구조조정, AI가 직원을 대체하는 현실",대한민국 대기업의 고용 한판 파는 단순한 위기가 아니라 우리 사회가 어떤 길로 나아가야 할지 묻는 엄중한 질문입니다,https://www.youtube.com/watch?v=D9IRghlcwz0,"transcripts/2026-08-03/한국_경제_대기업_구조조정,_AI가_직원을_대체하는_현실__D9IRghlcwz0.md"
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,11.5,3,2026-07-20,AWS Events,,,,,"Tokyo Executive Forum 2026 - Fireside Chat with Jason Bennett VP, Worldwide Startups and VC, AWS",많은 스타트업이 그렇게 빠르게 방향을 전환할 수 있는 이유는 부채가 많이 쌓여 있지 않기 때문입니다,https://www.youtube.com/watch?v=1YbKbO1p7GQ,transcripts/channels/AWS_Events/Tokyo_Executive_Forum_2026_-_Fireside_Chat_with_Jason_Bennet__1YbKbO1p7GQ.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,11.5,3,2026-07-20,AWS Events,,,,,"Tokyo Executive Forum 2026 - Fireside Chat with Jason Bennett VP, Worldwide Startups and VC, AWS","제가 말씀드리고 싶은 것은 가장 빠르게 성장하는 스타트업 중 일부는 특정 산업에 집중하고 있다는 점이며, 그 이유 중 하나는 해당 산업 내의 규정 준수 또는 규제 기준과 관련된 어려움 때문입니다 .",https://www.youtube.com/watch?v=1YbKbO1p7GQ,transcripts/channels/AWS_Events/Tokyo_Executive_Forum_2026_-_Fireside_Chat_with_Jason_Bennet__1YbKbO1p7GQ.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,11.5,3,2026-07-20,AWS Events,,,,,"Tokyo Executive Forum 2026 - Fireside Chat with Jason Bennett VP, Worldwide Startups and VC, AWS",빠르게 성장하는 스타트업과 더 많이 협력해야 하는 기업 리더들에게 어떤 조언을 하시겠습니까 ?,https://www.youtube.com/watch?v=1YbKbO1p7GQ,transcripts/channels/AWS_Events/Tokyo_Executive_Forum_2026_-_Fireside_Chat_with_Jason_Bennet__1YbKbO1p7GQ.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,10.5,3,,산업통상부 and 한국산업단지공단,KW,(미분류),ax_core,neutral,Opportunity Opens the Moment You Know! Mastering AI Transformation in Manufacturing | TALK-Shooti...,근데 우리 집은 거의 인테리어가 없는데 새롭게 인테리어 한다 그러면 다 해 볼 수 있는 것처럼 오히려 지금이 시대가 중경 기업 또는 중소 규모의 기업들의 입장에서 봤을 때는 새롭게 빠르게 혁신할 수 있는 또 다른 기회이지 않나?,https://www.youtube.com/watch?v=M3EodRVoq_w,transcripts/2026-07-21/Opportunity_Opens_the_Moment_You_Know!_Mastering_AI_Transfor__M3EodRVoq_w.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,10.5,3,,산업통상부 and 한국산업단지공단,KW,(미분류),ax_core,neutral,Opportunity Opens the Moment You Know! Mastering AI Transformation in Manufacturing | TALK-Shooti...,&gt;&gt; 이런 거는 아무래도 대기업한테 좀 많이 유리한 거 대기업만 할 수 있는 거 아닌가요?,https://www.youtube.com/watch?v=M3EodRVoq_w,transcripts/2026-07-21/Opportunity_Opens_the_Moment_You_Know!_Mastering_AI_Transfor__M3EodRVoq_w.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,10.5,3,,산업통상부 and 한국산업단지공단,KW,(미분류),ax_core,neutral,Opportunity Opens the Moment You Know! Mastering AI Transformation in Manufacturing | TALK-Shooti...,왜냐면 대기업은 상대적으로 일단은 그 투자 여력도 있고 그다음에 우수한 인력들도 확보하고 있습니다,https://www.youtube.com/watch?v=M3EodRVoq_w,transcripts/2026-07-21/Opportunity_Opens_the_Moment_You_Know!_Mastering_AI_Transfor__M3EodRVoq_w.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,10.5,3,,한국산업단지공단,KW,(미분류),ax_core,neutral,아는 순간 기회가 열린다! 제조업 AI 전환 완전 정복 | TALK 쏘는 M.AX,근데 우리 집은 거의 인테리어가 없는데 새롭게 인테리어 한다 그러면 다 해 볼 수 있는 것처럼 오히려 지금이 시대가 중경 기업 또는 중소 규모의 기업들의 입장에서 봤을 때는 새롭게 빠르게 혁신할 수 있는 또 다른 기회이지 않나?,https://www.youtube.com/watch?v=FaMWb3JuvbI,transcripts/2026-07-18/아는_순간_기회가_열린다!_제조업_AI_전환_완전_정복_TALK_쏘는_M.AX__FaMWb3JuvbI.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,10.5,3,,한국산업단지공단,KW,(미분류),ax_core,neutral,아는 순간 기회가 열린다! 제조업 AI 전환 완전 정복 | TALK 쏘는 M.AX,&gt;&gt; 이런 거는 아무래도 대기업한테 좀 많이 유리한 거 대기업만 할 수 있는 거 아닌가요?,https://www.youtube.com/watch?v=FaMWb3JuvbI,transcripts/2026-07-18/아는_순간_기회가_열린다!_제조업_AI_전환_완전_정복_TALK_쏘는_M.AX__FaMWb3JuvbI.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,10.5,3,,한국산업단지공단,KW,(미분류),ax_core,neutral,아는 순간 기회가 열린다! 제조업 AI 전환 완전 정복 | TALK 쏘는 M.AX,왜냐면 대기업은 상대적으로 일단은 그 투자 여력도 있고 그다음에 우수한 인력들도 확보하고 있습니다,https://www.youtube.com/watch?v=FaMWb3JuvbI,transcripts/2026-07-18/아는_순간_기회가_열린다!_제조업_AI_전환_완전_정복_TALK_쏘는_M.AX__FaMWb3JuvbI.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,8.0,2,2026-02-18,Cohere,CA,파운데이션 모델,ax_core,anti_washing,"Nathan Calvin - Three People vs  Big AI  Policy, Power, and California’s Frontier AI Law","그래서 일반적으로, 특히 대기업들이 초래하는 이러한 재앙적인 위험을 규제하려는 우리의 노력은 OpenAI, Horowitz 및 기타 단체들이 미국 정치에 막대한 자금을 쏟아부어 주 정부의 규제를 선점하고 추가적인 연방 규제가 생기는 것을 막으려는 움직임을 촉발한 중요한 요인 중 하나였습니다",https://www.youtube.com/watch?v=RV00BTMY5XA,"transcripts/channels/Cohere/Nathan_Calvin_-_Three_People_vs_Big_AI_Policy,_Power,_and_Ca__RV00BTMY5XA.md"
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,8.0,2,2026-02-18,Cohere,CA,파운데이션 모델,ax_core,anti_washing,"Nathan Calvin - Three People vs  Big AI  Policy, Power, and California’s Frontier AI Law","대기업이나 강력한 이해관계 집단은 규제받는 걸 원하지 않고, 다른 사람이 자기들의 일을 점검하거나 뭘 해야 할지 지시하는 것도 원하지 않잖아요",https://www.youtube.com/watch?v=RV00BTMY5XA,"transcripts/channels/Cohere/Nathan_Calvin_-_Three_People_vs_Big_AI_Policy,_Power,_and_Ca__RV00BTMY5XA.md"
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,7.0,2,,AI 전환공식 김건우,KW,(미분류),ax_core,neutral,SME AI Transformation: Where to Start? | 3 Key 2026 AX Strategies,매출과 이익을 빠르게 가져가고 현상 유지나 또는 회사의 비즈니스를 먼저 고민하는 부분들이 대기업보다 훨씬 더 크고 많습니다,https://www.youtube.com/watch?v=76tr6w1s72M,transcripts/2026-07-25/SME_AI_Transformation_Where_to_Start_3_Key_2026_AX_Strategie__76tr6w1s72M.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,7.0,2,,AI 전환공식 김건우,KW,(미분류),ax_core,neutral,SME AI Transformation: Where to Start? | 3 Key 2026 AX Strategies,특히 중소 기업들도 [음악] 비즈니스를 거의 파이프라인 쪽으로 빠르게 가져가는 경우가 많습니다,https://www.youtube.com/watch?v=76tr6w1s72M,transcripts/2026-07-25/SME_AI_Transformation_Where_to_Start_3_Key_2026_AX_Strategie__76tr6w1s72M.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,7.0,2,2026-03-05,Zapier,US,에이전트·개발도구,ax_core,anti_washing,This CFO Asked for What? How Carlos Olea Launched AI Transformation at Howard Hughes,"우리는 느리고 지루해야 한다고 생각했는데, 이 회사들은 스타트업 속도로 움직이면서도 대기업 수준의 자원을 보유하고 있으니 기회가 있겠어요?""라고 말했습니다",https://www.youtube.com/watch?v=W9IzhSKW2gU,transcripts/channels/Zapier/This_CFO_Asked_for_What_How_Carlos_Olea_Launched_AI_Transfor__W9IzhSKW2gU.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,7.0,2,2026-03-05,Zapier,US,에이전트·개발도구,ax_core,anti_washing,This CFO Asked for What? How Carlos Olea Launched AI Transformation at Howard Hughes,스타트업처럼 절박한 마음으로 행동하고 실제로 실행에 옮겨야 한다는 거죠,https://www.youtube.com/watch?v=W9IzhSKW2gU,transcripts/channels/Zapier/This_CFO_Asked_for_What_How_Carlos_Olea_Launched_AI_Transfor__W9IzhSKW2gU.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,7.0,2,2020-06-30,Scale AI,US,컨설팅·전략,ax_core,anti_washing,Scale AI | Lancement du programme de développement professionnel,"작년에 헌정된 것은 가속기 지원 및 도움 스타트업 인큐베이터에서 도움을 주기 위해 중소기업 및 스타트업 더 빠르게 발전하기 위해 항상 지능의 영역 사슬에 인공적으로 적용됨 공급, 그리고 오늘날 결국 이 대규모 강도 사건은 ~ 때문에 일어났습니다",https://www.youtube.com/watch?v=RRrqtNSMzuY,transcripts/channels/Scale_AI/Scale_AI_Lancement_du_programme_de_développement_profession__RRrqtNSMzuY.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,7.0,2,2020-06-30,Scale AI,US,컨설팅·전략,ax_core,anti_washing,Scale AI | Lancement du programme de développement professionnel,우리가 비교적 빠르게 자금을 지원할 수 있기를 바라는 프로젝트들 우리의 첫 번째 훈련 세션 공공기관이든 민간기관이든 상관없이 연방 프로그램 모두 감사드리고 좋은 한 주 보내세요,https://www.youtube.com/watch?v=RRrqtNSMzuY,transcripts/channels/Scale_AI/Scale_AI_Lancement_du_programme_de_développement_profession__RRrqtNSMzuY.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,4.5,1,,AI 겸임교수 이종범,KW,(미분류),ax_core,anti_washing,"오픈AI x 무신사 비공개 행사 후기, 코덱스 기업 도입 사례와 AI 네이티브 워크플로우 인사이트 총정리","지금 어 저도 많은 대기업들의 이런 어 AX라든지 AI 네이티브 혹은 AI 리더십 관련한 어 그런 강의 요청들을 계속 받고 있는데요.음 음, 기업 내에서 지금 뭔가 작년과는 또 다르게 매우 빠르게 어떤 그 AX로 혹은 AI 네이티브로의 전환을 이루려는 그런 움직임들이 보이는 거 같습니다",https://www.youtube.com/watch?v=jYwDdt_3L8Q,"transcripts/2026-07-23/오픈AI_x_무신사_비공개_행사_후기,_코덱스_기업_도입_사례와_AI_네이티브_워크플로우_인사이트_총정리__jYwDdt_3L8Q.md"
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,4.5,1,,머니인사이드,,,,,"""이 3가지는 필수"" AI 20년 연구한 뇌과학자가 챗GPT 쓰는 법 (카이스트 김대식 교수)",한 지금까지는 나만의 코드를 개발할 수가 없었기 때문에 대기업걸 쓰던가 뭐 외주를 주던가 오픈 소스를 주던가 아니면 그 문제를 그냥 수작업으로 풀고 있었지만 여러분들 한 명 한 명이 자신 인생에서의 또는 직장에서의 문제를 여러분들이 풀 수 있는 정말 매우 훌륭한 능력이기 때문에 절대적으로이 바이브 코딩이라고 불리는 AI 코딩은 꼭 한번 해 보셨으면 좋겠고 세 번째로는 전 여러분들이 기회가 되시면 면 이미 나와 있는 생성 AI 도구를 기반으로 여러분들만의 이야기를 AI 기술을 사용해서 5분짜리 단편 영화를 각자 하나 만들어 보시면 어떨까 하고 제안해 봅니다,https://www.youtube.com/watch?v=vDZ0ryuiYfg,transcripts/2026-08-03/이_3가지는_필수_AI_20년_연구한_뇌과학자가_챗GPT_쓰는_법_(카이스트_김대식_교수)__vDZ0ryuiYfg.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,4.5,1,,소수몽키,KW,(미분류),ax_adjacent,neutral,"다급해진 젠슨황의 수상한 행보, AI 내부 분열의 징조일까",이렇게 중국의 가성비 오픈 모델이라고 하는데 막 공개 모델이 막 치고 올라오면서 시진핑이 갑자기 이제 우리 뭐 미국 견제하겠다 공식 선언도 하면서 갑자기 이제 들어보지도 못한 여러 가지 막 중국의 AI 스타트업들이 치고 오고 랭킹에서 따라온다고 하니까 엄청 당황을 해 가지고 규제 검토하겠다,https://www.youtube.com/watch?v=BIDb3usP_wM,"transcripts/2026-07-28/다급해진_젠슨황의_수상한_행보,_AI_내부_분열의_징조일까__BIDb3usP_wM.md"
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,4.5,1,2026-04-20,Zapier,US,에이전트·개발도구,ax_core,anti_washing,The Executive Blueprint for Responsible AI Governance: Practical Strategies for Leaders Responsible,"예를 들어 규제를 받는 은행이라면 당연히 AI에 대해 위험 회피적인 태도를 보일 것이고, 빠르게 성장하는 스타트업이라면 그렇지 않을 것입니다",https://www.youtube.com/watch?v=-Y22OVH2w1o,transcripts/channels/Zapier/The_Executive_Blueprint_for_Responsible_AI_Governance_Practi__-Y22OVH2w1o.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,4.5,1,2022-12-13,Hugging Face,US,파운데이션 모델,ax_core,neutral,Reinforcement Learning from Human Feedback  From Zero to ChatGPT [Record of the live],오픈 AI는 규모가 작고 특정 분야에 집중되어 있어서 스타트업에게 유리한 점이 많습니다,https://www.youtube.com/watch?v=EAd4oQtEJOM,transcripts/channels/Hugging_Face/Reinforcement_Learning_from_Human_Feedback_From_Zero_to_Chat__EAd4oQtEJOM.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,4.5,1,2026-05-19,Google,US,파운데이션 모델,ax_adjacent,neutral,"Help Wanted, Help Found: See How Holly is Using Gemini","지난달에는 5갤런(19리터)을 주문하셨어요 Antigravity와 Stitch를 사용해 웹사이트에 고객용 커스텀 챗봇도 추가했어요 급하게 주방 보조를 구해야 했던 적이 있는데 그때 창업 아이디어가 떠올랐어요 중소기업과 구직자를 빠르게 연결해 줘야겠다는 생각이 들었거든요 그래서 소규모 팀을 꾸렸습니다 그리고 Gemini 모델을 사용해 포괄적인 채용 플랫폼인 WorkOnward를 빌드했지요 이 플랫폼에는 다른 채용 사이트와 차별화된 요소가 있어요 채용 정보를 번역해 주고 텍스트만으로도 채용 공고를 쉽게 올릴 수 있다는 점이죠 덕분에 기술에 익숙하지 않은 사람들도 손쉽게 이용하면서 일자리를 찾을 수 있어요 이 작은 도구는 현재 뉴욕시에서 13,000명 이상이 사용하는 플랫폼으로 성장했습니다 노동자와 중소기업이 마땅히 누려야 할 존엄을 지켜주고 있죠 이것이 바로 AI의 힘이라고 생각합니다",https://www.youtube.com/watch?v=q-dnq2Fsq2Y,"transcripts/channels/Google/Help_Wanted,_Help_Found_See_How_Holly_is_Using_Gemini__q-dnq2Fsq2Y.md"
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,4.5,1,,티타임즈TV,KW,(미분류),ax_core,anti_washing,AI 도입을 위한 데이터 거버넌스 구축 전략은? (김유신 상무),"모델 센트릭 AI는 모델의 개선과 연산 자원, 컴퓨팅 자원의 사용에 좀 집중한다라면 데이터 센트릭 AI는 데이터의 양과 데이터의 품질 개선을 통해서 AI 성능을 높이고자 하는 접근 방법입니다.이 이 방법은 AI를 처음에 적용하려는 기업이나 중소 기업에서 특히 효과적으로 활용할 수 있고 데이터의 품질을 향상하는 것이 모델에 개선을 하는 것보다 훨씬 더 AI 성능에 유리하다라고 이야기가 되고 있습니다",https://www.youtube.com/watch?v=vH_g9HIm154,transcripts/2026-07-18/AI_도입을_위한_데이터_거버넌스_구축_전략은_(김유신_상무)__vH_g9HIm154.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,3.5,1,,"장동희TV, 유튜브강사, 디지털복지사",KW,(미분류),ax_core,neutral,AX란 무엇인가  시니어를 위한 인공지능 전환가이드,대기업들이 생존을 걸고 모든 부서와 임직원에게 핵심 과제로 내릴만큼 긴박한 변화가 찾아온 것인데요,https://www.youtube.com/watch?v=exmuGNCG00g,transcripts/2026-07-23/AX란_무엇인가_시니어를_위한_인공지능_전환가이드__exmuGNCG00g.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,3.5,1,,일잘러 장피엠,KW,(미분류),ax_core,anti_washing,[Real AX] Why aren't AI agents performing as well as expected in real-world businesses?,뭐 이런 지적 이렇게 생각하시는 분들도 있고 사실 워낙 그 프론티어 모델들의 발전 속도가 빠르니까 뭔가 이렇게 스타트업들이 막 열심히 만들었다가 되게 힘빠지는 경우가 좀 있잖아요,https://www.youtube.com/watch?v=_M0admzUkuo,transcripts/2026-08-03/[Real_AX]_Why_aren't_AI_agents_performing_as_well_as_expecte___M0admzUkuo.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,3.5,1,,조코딩AX파트너스-랩스 and 조코딩AX파트너스,KW,(미분류),ax_core,neutral,AI adoption? Watch this video 10 times. (I'll feed you everything.),"중소기업 스타트업, 플랫폼, [음악] 고객 데이터를 다루는 회사라면 AX 안 하면 빠르면 3년 안에 다른 회사에게 구조적으로 밀리게 되실 겁니다",https://www.youtube.com/watch?v=1f5ijgzt1-I,transcripts/2026-07-04/AI_adoption_Watch_this_video_10_times._(I'll_feed_you_everyt__1f5ijgzt1-I.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,3.5,1,2026-04-01,Salesforce,US,엔터프라이즈 앱,ax_core,washing,Introducing... the NEW Slack!,"Engine은 가장 빠르게 성장하는 여행 플랫폼 중 하나이며, 특히 중소기업에 집중하고 있습니다",https://www.youtube.com/watch?v=vYUqOU-QV-o,transcripts/channels/Salesforce/Introducing..._the_NEW_Slack!__vYUqOU-QV-o.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,3.5,1,2026-04-09,NVIDIA,US,인프라·칩·전력,ax_core,washing,The 50-State Plan: Public-Private Models for AI Infrastructure and University Transformation,중소기업 중에 슈퍼컴퓨터를 운영하거나 오늘날처럼 빠르게 변화하는 기술을 관리할 수 있는 IT 부서를 갖춘 곳이 얼마나 될까요?,https://www.youtube.com/watch?v=uv8va8bIqus,transcripts/channels/NVIDIA/The_50-State_Plan_Public-Private_Models_for_AI_Infrastructur__uv8va8bIqus.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,3.5,1,2026-06-22,Unilever,NL,수요기업·기타,ax_core,anti_washing,BNP Paribas CEO Conference 2026,그리고 저는 이것이 대기업과 대형 브랜드에 유리하게 작용할 것이라고 생각합니다,https://www.youtube.com/watch?v=tfxFi3sYggA,transcripts/channels/Unilever/BNP_Paribas_CEO_Conference_2026__tfxFi3sYggA.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,3.5,1,2026-05-22,IBM Technology,US,에이전트·개발도구,ax_core,anti_washing,AI at college graduations and why Claude blackmails,"예전에 제가 일했던 스타트업은 하루에 네다섯 번, 많게는 여섯 번씩 정전이 되는 일이 잦았는데, 덕분에 데이터를 빠르게 백업하는 방법을 터득할 수 있었습니다",https://www.youtube.com/watch?v=1h6e5MFg9I0,transcripts/channels/IBM_Technology/AI_at_college_graduations_and_why_Claude_blackmails__1h6e5MFg9I0.md
H,조직 조건부성 — 자원 여유·제도적 지위·생애주기에 따라 AX 유인이 갈림,3.5,1,2026-06-25,Google Cloud Tech,US,에이전트·개발도구,ax_core,washing,Beyond the hype: Orchestrating end-to-end developer workflows with agents,"소프트웨어 측면에서 보면, 이는 엄격한 규제 환경 에서 수백만 줄에 달하는 레거시 코드를 관리한다는 의미입니다 .",https://www.youtube.com/watch?v=t6jH_GPFqgs,transcripts/channels/Google_Cloud_Tech/Beyond_the_hype_Orchestrating_end-to-end_developer_workflows__t6jH_GPFqgs.md
